DID,Name,Designation,Specialities,Branch
PDC-958,ASST. PROF. DR. MD. ABDULLAH AL MUZAHID,"MBBS, MD (BSMMU)",Neurology,Shantinagar
PDC-959,PROF. DR. AMIT WAJIB,,Neurology,Garib-E-Newaz
PDC-960,DR. MUHAMMAD SALAH UDDIN,,Neurology,Chattogram
PDC-961,ASST. PROF. DR. ASHISH CHOWDHURY,"MBBS, MD(Neurology), Fellow Stroke & Neurintervention , Assistant Professor At Bangabandhu Sheikh Mujib Medical University",Neurology,Jatrabari
PDC-962,PROF. DR. M. NAZRUL ISLAM,"MBBS, FCPS, FRCP (London), FACC, FESC.",Cardiology,Dhanmondi
PDC-963,PROF. DR. A. A. SAFI MAJUMDER,"MBBS, D.Card, MD (Card), FACC, FSGC, FRCP. National Institute of Cardiovascular Diseases.",Cardiology,Dhanmondi
PDC-964,PROF. DR. MOHAMMAD SAFIUDDIN,"MBBS (Dhaka), MD (Cardiology), DTCD (DU), FRCP (Eden) FACC (USA), FCCP (USA), FESC, FRCP (Glasgow). (BSMMU)",Cardiology,Dhanmondi
PDC-965,DR. MD. MUKHLESUR RAHMAN,"MBBS (DMC), MCPS, FRCP (Medicine), MD (Card), FACC (USA), Medicine, Hypertension, Heart & Rheumatic Fever Specialist, Associate Professor, Department of Cardiology, (BSMMU)",Cardiology,Dhanmondi
PDC-966,DR. A. B. M IMAM HOSSEN JEWEL,,Cardiology,Barisal
PDC-967,DR. SHIBLEE SADEQUE SHAKIL,"MBBS(DMC),BCS(Health),MD(Cardiology),BSMMU,MACP(America). Senior Consultant, Mymensingh Medical College & Hospital,Mymensingh.",Cardiology,Mymensingh
PDC-968,ASSO. PROF. DR. GOLAM RAHMAN BHUIYAN (RAHEL),"MBBS(DMC),FCPS(Medicine),MD(Cardiology).Associate Professor.Medicine Specialist & Cardiology.Mymensingh Medical College & Hospital,Mymensingh.",Cardiology,Mymensingh
PDC-969,DR. HORIMAHAN PANDIT NEWTON,"MBBS(MMC),BCS(Health),Trained in Dyabetology,MACP(America),MCPS(Medicine),FCPS(Medicine),MD(Cardiology).Consultant (Medicine).Mymensingh Medical College & Hospital,Mymensingh.",Cardiology,Mymensingh
PDC-970,PROF. DR. SAJAL BANERJEE,"MBBS,MD,FCCP,FACC,FESC",Cardiology,Shantinagar
PDC-971,PROF. DR. MD. TOUFIQUR RAHMAN FARUQUE,"MBBS,FCPS,MD,FAPSIC,FAPHA,FACC,FESC (Colonel Malek Medical College & Hospital, Manikganj)",Cardiology,Shantinagar
PDC-972,ASSO. PROF. DR. MD. MUKHLESUR RAHMAN,"MBBS,MCPS,FCPS,MD,FACC (BSMMU)",Cardiology,Shantinagar
PDC-973,PROF. DR. TANZIMA PARVIN,"MBBS,D.Card,FCPS (BSMMU)",Cardiology,Shantinagar
PDC-974,DR. SHAMIM AHMED,,"Cardiology, Medicine",Barisal
PDC-975,PROF. DR. MUHAMMAD BADRUL ALAM,"MBBS, MCPS(Internal Medicine), D.Card (NICVD), M.D(Cardiology), Sir Solimullah Medical College & Mitford Hospital, Dhaka.",Cardiology,Dhanmondi
PDC-976,DR. MD. MUSHFIQUZZAMAN,,Cardiology,Barisal
PDC-977,ASSO. PROF. DR. SM AHSAN HABIB,,Cardiology,Savar
PDC-978,ASSO. PROF. DR SANJIB CHOWDHURY,,Cardiology,Savar
PDC-979,PROF. DR. NUPUR KAR,"MBBS, MD(National institute of cardiovascular diseases & hospital)",Cardiology,Savar
PDC-980,DR. DMM FAROQUE OSMANI,"MBBS(Dhaka), MD(Cardiology), Clinical and Interventional Cardiology, Fellow Cardiology MRI(Switzerland ), Consultant Cardiologist, Department of Cardiology, BSMMU",Cardiology,Dhanmondi
PDC-981,ASST.PROF. MD.NASIMUL BARI (BAPPI),,Cardiology,Kushtia
PDC-982,ASST.PROF.DR. MD. SIRAJUM MUNIR,,Cardiology,Kushtia
PDC-983,ASST. PROF. DR. SHAH EFTER JAHAN,"MBBS, BCS (Health), MD (Cardiology) Cardiology & Medicine Specialist Department of Cardiology Abdul Malek Ukil Medical College (AMUMC), Noakhali.",Cardiology,Noakhali
PDC-984,ASST PROF.DR. MD. SHAHADAT HOSSAIN (TUHIN),"MBBS(DHAKA, BCS(HEALTH),CCD(BIRDEM),FCPS (CARDIO),D-CARD(BSMMU) Assistant Professor, -Cardiology.MMCH",Cardiology,Mymensingh
PDC-985,DR. DMM FARUQUE OSMANY,"MBBS (Dhaka), MD (Cardiology),Cardiologist (Clinical & Interventional Cardiology and Cardiac MRI), Medicine, Diabetes, High Blood Pressure, Valvular Heart Diseases, Consultant Cardiologist BSMMU",Cardiology,Shantinagar
PDC-986,DR. C.M. KUDRAT-E- KHODA,"MBBS, MD (Cardiology) Asst. Prof. Dept. Of Cardiology- National Institute Of Cardio vascular Disease and Hospital",Cardiology,Dhanmondi
PDC-987,PROF. DR. CHANDAN KUMAR SAHA,"MBBS(DMC),D-Card,MD(Card),MCPS(Medicine) Ex- Professor & Head of Department National Institute of Cardiovascular Diseasas, Dhaka.",Cardiology,Gazipur
PDC-988,PROF. DR. FAZLUR RAHMAN,"MBBS,MCPS(Medicine), D-Card(DU), MD(Cardiology),FRCP (UK),FACC(USA) Fello in Interventional Cardiology (USA) Trained in Inrerventional Cardiology (USA,India,Switzerland) Bangabandhu Sheikh Mujib Medical University,Shahabag,Dhaka",Cardiology,Gazipur
PDC-989,ASST. PROF. DR. MD. BADIUZZMAN SAJIB,"MBBS, BCS(Health), MD(Cardiology), Shaheed Tajuddin Ahmed Medical College & Hospital, Gazipur",Cardiology,Gazipur
PDC-990,DR. MOHAMMAD ABDULLAH AL MAMUN,"MBBS, BCS(Health), CCD_Diabetis(BIRDEM), D-Card(Cardiology), RP(Medicine), Medicine - Diabetis & Cardiology Specialist, Shaheed Tajuddin Ahmed Medical College & Hospital, Gazipur.",Cardiology,Gazipur
PDC-991,ASST. PROF. DR. ASHEK MAHMUD MANJU,"MBBS(DU), D-Card(BSMMU), CCD-Diabetes(BIRDEM), Trained in Cardiology(AHA/ACC), (American College of Cardiology) Fellow in Echocardiography , Trained In National Heart Foundation Hospital & Research Institute, Dhaka. Asst. Prof., Dept. of Cardiology, International Medical College.",Cardiology,Gazipur
PDC-992,DR. ASHRAF UR RAHMAN (TAMAL),"MBBS(DMC), MCPS(Medicine), FCPS(Medicine), MD(Cardiology), NICVD, Dhaka","Medicine, Cardiology",Badda
PDC-993,ASSOT. PROF. DR. FAKHRUL ISLAM KHALED,,Cardiology,Badda
PDC-994,PROF. DR. MD. RAIS UDDIN,"MBBS, FCPS (Medicine), MD (Cardiology), Professor & Head, Department Of Cardiology, Rajshahi Medical College & Hospital",Cardiology,Rajshahi
PDC-995,ASSTT. PROF. DR. RAJESH KUMAR GHOSH,"MBBS, BCS (Health), MD (Cardiology), Assistant Professor, Department of Cardiology, Rajshahi Medical College & Hospital",Cardiology,Rajshahi
PDC-996,ASSTT. PROF. DR. MOLLA MD. IFTEKHAR HOSSAIN,"MBBS (DMC), MD(Cardiology) Trained in interventional Cardiology (KIMS, Hydrabad,India), Assistant Professor, Department of Cardiology, Rajshahi Medical College & Hospital",Cardiology,Rajshahi
PDC-997,PROF. DR. ZILLUR RAHMAN,"MBBS, MD, FACC (NICVD)",Cardiology,Shantinagar
PDC-998,PROFESSOR DR. AMOL KUMAR CHOUDHURY,"MBBS, FCPS, MD (Cardiology) FACC, FSCAI,Professor, Department of Cardiology, (NICVD), Sher-E-Bangla Nagar, Dhaka-1207",Cardiology,Shyamoli
PDC-999,PROF. DR. MD. MAHABUBUR RAHMAN BABU,"MBBS, D-Card, PhD, Fellowship In Interventional Cardiology Professor,Department of Cardiology (NICVD), Sher-E-Bangla Nagar, Dhaka-1207",Cardiology,Shyamoli
PDC-1000,ASSOT. PROF. DR. KAJOL KUMAR KARMOKER,"MBBS, D-Card, FSCAI(USA), Associate Professor, Depertment of Cardiology (NICVD) Sher-E-Bangla Nogor, Dhaka",Cardiology,Shyamoli
PDC-1001,PROF . DR. JOHURUL HAQUE,,Cardiology,English road
PDC-1002,ASSO.PROF. DR. SAMIR KUMAR KUNDO,,Cardiology,English road
PDC-1003,PROF. DR. GOURANGA KUMAR SAHA,"MBBS, MD (Card), FECS (EU) FACC (USA), FRCP (EDIN) EX- Prof. & Unit-Head, Cardiology Deprtment, National Institute of Cardiovascular Diseases, (NICVD) Dhaka,",Cardiology,Gazipur
PDC-1004,PROF. DR. MD. ROUSHON ALI,Professore,Cardiology,Uttara
PDC-1005,PROF. DR. MD. NAZRUL ISLAM,,Cardiology,Uttara
PDC-1006,ASSO. PROF. DR. MD. MUKHLESUR RAHMAN,"MBBS(DMC),MCPS,FCPS(MEDICINE),MD(CARD)FACC(USA). BSMMU-Bangabandhu Sheikh Mujib Medical University(Ex. PG Hospital)",Cardiology,Narayangonj
PDC-1007,ASST. PROF. DR. MD. IDRIS ALI,ASSISTANT PROFESSOR OF CARDIOLOGY NATIONAL INSTITUTE OF CARDIOVASCULAR DISEASES,Cardiology,Narayangonj
PDC-1008,ASST. PROF. DR. MD. AMANULLAH BIN SIDDIQUE,"MBBS,(DMC),MD(Cardiology).Current Posting:- National Institute of Neurosciences & Hospital",Cardiology,Narayangonj
PDC-1009,ASST. PROF. DR. MD. RABIUL ISLAM SARKER (RANA),"MBBS,(DMC),CCD(BIRDEM),MD(CARDIOLOGY). Mugda Medical & Hospital, Dhaka.",Cardiology,Narayangonj
PDC-1010,DR. S.M. ALAUDDIN AL AZAD,"MBBS,MD(CARDIOLOGY).Munshiganj Sadar Hospital. Munshiganj",Cardiology,Narayangonj
PDC-1011,DR. MD. ARIFUR RAHMAN SAJAL,"MBBS(DHAKA),BCS(HEALTH),MD(CARDIOLOGY). National Institute Of Cardiovascular Diseases",Cardiology,Narayangonj
PDC-1012,DR. LOHANI MD. TAJUL ISLAM,"MBBS(DMC), MD(Cardiology).BSMMU-Bangabandhu Sheikh Mujib Medical University(Ex. PG Hospital)",Cardiology,Narayangonj
PDC-1013,ASSO. PROF. DR. RAYHAN MASUM MONDAL,Associate Professor,Cardiology,Uttara
PDC-1014,PROF. DR. MD. MAJIBAR RAHMAN (SALIM),,Cardiology,Bogura
PDC-1015,PROF. DR. SHIBLY HAYDER,,Cardiology,Bogura
PDC-1016,ASSOC. PROF. DR. MD. ARIFUR RAHMAN,,Cardiology,Bogura
PDC-1017,ASSTT. PROF. DR. AKHTARUZZAMAN (RAZU),,Cardiology,Bogura
PDC-1018,ASSOC. PROF. DR. S.M. SHAHIDUL HAQUE,,Cardiology,Bogura
PDC-1019,ASSTT.PROF.DR. ALOK CHANDRA SARKAR,,Cardiology,Bogura
PDC-1020,ASSISTANT PROF.DR.MORSHEDUL AHSAN(SHAMIM),,Cardiology,Bogura
PDC-1021,ASSO. PROF. DR. MOHAMMADULLAH FIROZ,,Cardiology,Mirpur
PDC-1022,ASSO. PROF. DR. NUR ALAM,,Cardiology,Mirpur
PDC-1023,ASST. PROF. DR. LIMA ASRIN SAYAMI,,Cardiology,Mirpur
PDC-1024,ASST. PROF. DR. AMANULLAH BIN SIDDIQ,,Cardiology,Mirpur
PDC-1025,PROF. DR. MOHAMMAD SALAHUDDIN,,Cardiology,Mirpur
PDC-1026,DR. MAHMUD HASAN KHAN,,Cardiology,Mirpur
PDC-1027,DR. MD. ASADUZZAMAN,,Cardiology,Mirpur
PDC-1028,DR. MD. SAZZADUR RAHMAN,,Cardiology,Kurigram
PDC-1029,PROF. DR. KHANDAKER QAMRUL ISLAM,"MBBS, D. Card, MD (Cardiology), FACC (USA), Prof. Of Cardiology. (Former) NICVD- Dhaka.",Cardiology,Dhanmondi
PDC-1030,DR. MOHAMMAD AL- MAMUN,"MBBS(Dhaka),MD(Medicine),D-Card(Cardiology),FCPS(Cardiology, Thesis).Consultant, BSMMU(PG Hospital).","Medicine, Rheumatology Medicine, Diabetologist, Cardiology",Badda
PDC-1031,DR. KHURSHID ALOM,,Cardiology,Badda
PDC-1032,DR. MD. SAIFUL ISLAM,"MBBS, BCS (Health), CCD (BIRDEM), MD (Cardiology),Consultant, Cardiology, Rajshahi Medical Collage Hospital",Cardiology,Rajshahi
PDC-1033,ASSO. PROF. DR. RABINDRANATH BARMAN,Associate Professor,Cardiology,Rangpur
PDC-1034,ASST PROF DR. ABDULLAH AL MAHMOOD,Asst Professor,Cardiology,Rangpur
PDC-1035,PROF.DR.UMME SALMA KHAN,,Cardiology,Uttara
PDC-1036,PROF. DR. SOLAIMAN HOSSAIN,"MBBS,FAPSIC,FSCAI,MD (Enam Medical)",Cardiology,Shantinagar
PDC-1037,ASST. PROF. DR. MD. TARIQ AHMMED CHOWDHURY,"MBBS, MD(Cardiology).National Institute Of Cardiovascular Diseases",Cardiology,Narayangonj
PDC-1038,DR. SHADLY TAUSIF AMIM,"MMBS(Dhaka), BCS(Health), MRCP(Medicine), London,UK, MD(Cardoilogy), National Insitute of Cardiovascular Diseases(NICVD)","Medicine, Cardiology",Mymensingh
PDC-1039,ASSOC. PROF. DR. SHAHRIAR KABIR,Assistant Professor,Cardiology,Dinajpur
PDC-1040,ASSOC. PROF. DR. NOOR MOHAMMAD,Associate Professor,Cardiology,Dinajpur
PDC-1041,ASST. PROF. DR. S.M. SHARIF UDDIN PATHAN ( SHOEB),"Chest & Cardiology Specialist.MBBS (Dhaka) BCS (Health).DTCD(Chest).MD (Cardiology).Assistant Professor,Dept.Of Cardiology. Mymensing Medical collage & Hospital,Mymensing",Cardiology,Mymensingh
PDC-1042,DR. SK. MD. SAMSUZZAMAN,"MBBS, BCS(Health), FCPS(Medicine), MD(Cardiology) Sir Salimullah Medical College, Dhaka",Cardiology,Narayangonj
PDC-1043,PROF.DR. GOURANGO KUMAR SAHA,,Cardiology,Savar
PDC-1044,DR. ROHAN C KHAN,,Cardiology,Barisal
PDC-1045,DR. MD. ROKIBUL HASAN (RASED),"MBBS, BCS(Health), MD. (Cardiology).BSMMU.MACP(America), Consultant Cardiology, Rajshahi Medical College & Hospital",Cardiology,Rajshahi
PDC-1046,ASSTT.PROF.DR.MD.MAMUNUZZAMAN (MAMUN),,Cardiology,Bogura
PDC-1047,DR. SYED MOHAMMD ALI ROMEL,"MBBS, BCS(Health), MCPS(Medicine), FCPS(Medicine), MD(Cardiology), Medicine Clinical and Interventional Cardiology, Assistant Professor, Kurmitola General Hospital, Dhaka",Cardiology,Dhanmondi
PDC-1048,DR. MD. SHARIF HASAN (KOLLOL),"MBBS, BCS (Health), MD (Cardiology)",Cardiology,Mymensingh
PDC-1049,ASSO. PROF. DR. A K BOSAK.,,Cardiology,Chattogram
PDC-1050,ASST. PROF. DR. MD. KHURSHED ALAM,,Cardiology,Chattogram
PDC-1051,DR. MD. SHAFIUL AZAM,,Cardiology,Chattogram
PDC-1052,DR. MD. ROKUN UDDIN,,Cardiology,Chattogram
PDC-1053,ASST.PROF.DR. SHAHADAT HOSSAIN (TUHIN) MORNING,,Cardiology,Uttara
PDC-1054,"ASST.PROF.DR,SHAHADAT HOSSAIN(TUHIN) EVENING",,Cardiology,Uttara
PDC-1055,DR. AFZAL HOSSEN,,Cardiology,Barisal
PDC-1056,ASSO.PROF.DR.DIPOL KRISNO ADHIKARY,,Cardiology,Uttara
PDC-1057,PROF. DR. MD. MOBASHIR KHALIL,,Cardiology,Shyamoli
PDC-1058,ASST. PROF. DR. AMIR HOSSAIN,,Cardiology,Gazipur
PDC-1059,DR. SOHEL MRIDHA,"Mbbs, BCS( Health), FCPS(Medicine), MACP(America), MD(Cardiology) National Institute of Cardiovascular Diseases(NICVD) Dhaka.",Cardiology,Badda
PDC-1060,ASSOT. PROF. DR. A.K.M MONWARUL ISLAM,MBBS.FCPS(Medicine).MD(Cardiology)FRCP.MACP.FACP,Cardiology,Shyamoli
PDC-1061,ASSO. PROF. DR. MD. ARIFUR RAHMAN,"MBBS, D-CARD, FCCP, FACC(USA), FRCP(UK), PhD(Card).National Institute Of Cardiovascular Diseases",Cardiology,Narayangonj
PDC-1062,ASSO. PROF. DR. SHARAFAT NURUL ISLAM,,Cardiology,Barisal
PDC-1063,PROF. DR. CHOWDHURY MESHKAT AHMED,"MBBS, DEM, MD (BSMMU)",Cardiology,Shantinagar
PDC-1064,DR. MD. ABUL KALAM AZAD,,Cardiology,Shyamoli
PDC-1065,ASSO. PROF. DR. KHANDKER MD. NURUS SABAH,"MBBS,BCS, MCPS, D-Card, MD (Mugda Medical College)",Cardiology,Shantinagar
PDC-1066,DR. MD. SHAHADAT HOSSAIN,,Cardiology,Chattogram
PDC-1067,DR. BISHOJIT MONDAL,"MBBS, BCS (Health) FCPS (Medicine), MD (Cardiology) Cardiologist & Medicine Specialist. Khulna Medical College Hospital,Khulna.",Cardiology,Khulna
PDC-1068,DR. ALOCK DEV,,Cardiology,Chattogram
PDC-1069,PROF. DR. NUPUR KAR,"MBBS, MD (Cardiology), NICVD, Professor of Cardiology, National Institute of Cardiovascular Diseases & Hospital, Dhaka.",Cardiology,Dhanmondi
PDC-1070,DR. SANJIB CHOWDHURY,"MBBS, MD (Cardiology), Associate Professor , Department of Cardiology, National Institute of Cardiovascular Diseases, Dhaka.",Cardiology,Dhanmondi
PDC-1071,DR. NASIR UDDIN SAGAR,"MBBS, BCS(Health), MD(Cardiology), CCF(Birdem),MACP(USA) Current Posting:-Dhaka Medical College Hospital",Cardiology,Narayangonj
PDC-1072,ASST. PROF. DR. MD. IKTIER HASSAN KHAN,"MBBS,D-Card(NICVD) Clinical & Intervention Cardiologist Head of the Department Cardiology. Shaheed Sheikh Abu Naser Specialized Hospital, Khulna. Ex. Assistant Registrar (NICVD).",Cardiology,Khulna
PDC-1073,PROF. DR. BHABANI PRASAD ROY,"MBBS, BCS ,D Card , MD (Cardiology) BRAMMON BARIYA Medical College.",Cardiology,Narayangonj
PDC-1074,PROF. DR. MD. MOBASHIR KHALIL,,Cardiology,Gazipur
PDC-1075,DR. MD. SAIFUL ISLAM,,Cardiology,Rangpur
PDC-1076,DR. ENAMUL KABIR KHAN,,Cardiology,Gazipur
PDC-1077,PROF.DR.MD. MOHSIN HOSSAIN,"MBBS, MD(medicine), FCPS(Cardiology), Interventional Cardiologist & Electrophysiologist, Professor of cardiology, National Institute of cardiovascular Disease, Sher-E-Bangla Nagar, Dhaka",Cardiology,Dhanmondi
PDC-1078,DR. LIMA ASRIN SAYAMI,MBBS.FCPS(Cardiology) MRCP (UK). Fellow Of Interventional Cardiology Of National Heart Institute (Malaysia).Specialist In Cardiology and Medicine.National Institute Of Cardiovascular Diseases Hospital.Dhaka.,Cardiology,Dhanmondi
PDC-1079,ASSO. PROF. DR. R.C. DEBNATH,MBBS. DTCD (Chest Medicine).Md (Cardiology).Member OF Assocuation Heart & Stroke Of America.Member American Society Of Echocardiograpy (ASEM-America).Associate Professor Department Of Cardiology (Ex).MMCH.,Cardiology,Mymensingh
PDC-1080,ASSTT. PROF. DR. ABUL ALAM,,Cardiology,Bogura
PDC-1081,PROF. DR. CHANDAN KUMAR SAHA,"MBBS (DMC),MCPS (Medicine) D-Card, MD-Card (EX. NICVD) Clinical & Interventional Caridiologist",Cardiology,Shantinagar
PDC-1082,ASSTT. PROF. DR. MUHAMMAD AMINUR RAZZAK ( RAJIB),"MBBS, BCS (Health), MD (Cardiology) Clinical and Interventional Cardiologist Specialist in Cardiology, Assistant Professor (Cardiology) National Cardiovascular Institute and Hospital (NICVD), Dhaka .",Cardiology,Rajshahi
PDC-1083,ASSTT.PROF.DR.RANAJIT SAHA,,Cardiology,Bogura
PDC-1084,DR. BISHOJIT MONDAL (EVENING),"MBBS, BCS (Health) FCPS (Medicine), MD (Cardiology) Cardiologist & Medicine Specialist. Khulna Medical College Hospital,Khulna.",Cardiology,Khulna
PDC-1085,ASSO. PROF. & CONSULTANT DR. MD AZHARUL ISLAM (AZAD),Associate Rrofessor & Consultant,Cardiology,Rangpur
PDC-1086,PROF.DR.MD.ROUSHON ALI( MORNING SHIFT),,Cardiology,Uttara
PDC-1087,DR. A.K.M REZWANUL ISLAM,"MBBS,BCS(Health),MD(Cardiology)Clincal And Interventional Cardiology.Consultant Popular Diagnostic Centre Ltd ,Rajshahi.",Cardiology,Rajshahi
PDC-1088,DR. ASST. PROF. MD MOSTAFIZUR RAHMAN,,Cardiology,Chattogram
PDC-1089,DR. SAURAV DAS,,Cardiology,Chattogram
PDC-1090,PROF. DR. N.K MAJUMDER (EX),"MBBS, (Dhaka), MCPS(Medicine), MD (Cardiology), Professor(EX)) Department of Cardiologist & Medicine Specialist,Rajshahi Medical College &Hospital,Rajshahi",Cardiology,Rajshahi
PDC-1091,PROF. DR. ZILLUR RAHMAN,MBBS.MD(Cardiology).FACS(USA). Professor . Department Of Cardiology. National cardiology institute & Hospital,Cardiology,Jatrabari
PDC-1092,ASSOC. PROF. DR. MOSADDEKUL ALAM DOLON,"MBBS. D-card(BSMMU). FCPS(Cardiology) CCD(Birdem). MACP(Medicine). Associate Professor, Dhaka National medical college",Cardiology,Jatrabari
PDC-1093,ASSOC. PROF. DR. A. I ZOARDAR,MBBS.D-Card. MD(Cardiology). Associate Professor. Sheikh Mujib Medical College & University,Cardiology,Jatrabari
PDC-1094,ASST. PROF. DR. SAIFUL ISLAM (MS ISLAM),MBBS. MD(Cardiology). BCS. FCPS(Final-Part). Assistant Professor. Sir Salimuallah Medical College & Hospital,Cardiology,Jatrabari
PDC-1095,ASST. PROF. DR. SHARMIN AHMED,MBBS.FCPS(Medicine).MD(Cardiology). Assistant Professor. Anwar Khan Modern Medical College.,Cardiology,Jatrabari
PDC-1096,DR. GOUTAM CHANDRA BHOUMIK,MBBS.FCPS (Medicine) . MD ( cardiology). MRCP. Dhaka Medical College Hospital,Cardiology,Jatrabari
PDC-1097,ASSISTANT PROFESSOR DR. M. A RAHIM,,Cardiology,Chattogram
PDC-1098,DR. SHAH MD. NAHID AKHTARUL ISLAM,MBBS (DMC); BCS (Health); MD (Cardiology); CCD (BIRDEM); MRCP; MACP (America); National Institute of Cardiovascular Diseases.,Cardiology,Noakhali
PDC-1099,PROF. DR. SHAKIL GHAFUR,"MBBS,DTCD (Chest), MD (Cardiology) Advanced Training In Invasive Cardiology Clinical & Interventional Cardiologist. Professor & Ex. Head, Dept. of Cardiology Rangpur Medicial College & Hospital, Rangpur.",Cardiology,Dhanmondi
PDC-1100,DR. KAZI MOHAMMAD ABDUL AWAL,"MBBS, D-Card (BSMMU) MD(Cardiology), MACP (USA), CCD (Bardem), Assistant Professor Department Of Cardiology Islami Bank Medical Colage & Hospital",Cardiology,Rajshahi
PDC-1101,ASSISTANT PROFESSOR DR. MOHAMMAD FARIDUL HAQUE,,Cardiology,Savar
PDC-1102,DR.ABU SAYEM MD.OMAR FARUK,,Cardiology,Chattogram
PDC-1103,PROF. DR. KAZI SHARIFUL ISLAM,MBBS.(DMCH) MS LEMBBS.(DMCH) MS (CV AND TS) .Cardiac Surgery..National Institute Of Cardiovascular Diseases(EX)V .Cardiac Surgery..National Institute Of Cardiovascular Diseases,Cardiology,Narayangonj
PDC-1104,PROFESSOR DR. UMME SALMA KHAN,,Cardiology,Garib-E-Newaz
PDC-1105,DR.TANVIR AHAMMED,Consaltant,Cardiology,Uttara
PDC-1106,DR. M.A.B SIDDIK MOJUMDAR ZABER ( EVENING ),MBBS.BCS. MD(Cardiology). FCPS(Medicine). MCPS(Medicine). ACP(USA). Senior Consultant. Dhaka Medical College Hospital,Cardiology,Jatrabari
PDC-1107,PROFESSOR DR. LIAKAT HOSSAIN TAPAN ( EVENING ),,Cardiology,Garib-E-Newaz
PDC-1108,PROFESSOR DR. LIAKAT HOSSAIN TAPAN ( MORNING ),,Cardiology,Garib-E-Newaz
PDC-1109,ASSISTANT PROFESSOR DR. HASAN IMAM,,Cardiology,Chattogram
PDC-1110,PROF. DR GOBINDA CHANDRA ROY,"MBBS, FCPS (Medicine), MD (Cardiology), MRCP (London), MACP (USA) Professor of Medicine Dhaka Medical College & Hospital, Dhaka",Cardiology,Dhanmondi
PDC-1111,ASSIST. PROF. NAZMUN LAILA,,Cardiology,Garib-E-Newaz
PDC-1112,PROFESSOR DR.UDOY SHANKAR ROY,"MBBS, MD (Cardiology) Professor Of Cardiology. Shaheed Shurawardi Medical College & Hospital. Sher-E-Bangla Nagar,Dhaka-207",Cardiology,Shyamoli
